item_name,variant,category,subcategory,description,price,half_plate_price,full_plate_price,small_price,medium_price,large_price,price_display
Focaccia Chicken Tikka Sandwich,,All Day,Sandwiches & Burgers,,343,,,,,,
Vegetable Burger,,All Day,Sandwiches & Burgers,All the above are served with Potato & Onion Fries,229,,,,,,
Chicken Burger,,All Day,Sandwiches & Burgers,All the above are served with Potato & Onion Fries,248,,,,,,
French Fries,,Starters,IK,,171,,,,,,
Mexican Potato Wedges,,Starters,IK,,191,,,,,,
Masala Peanut,,Starters,IK,,159,,,,,,
Masala Papad,,Starters,IK,,119,,,,,,
Roasted Papad,,Starters,IK,,69,,,,,,
Vegetable Cutlet,,Starters,IK,,191,,,,,,
Crispy Chicken Salsa,,Starters,IK,,314,,,,,,
Fish n Chips,,Starters,IK,,514,,,,,,
Margherita Pizza,,PIZZA'S,PIZZA'S,Simple Yet Classic,239,,,,,,
Fresh From the Garden Pizza,,PIZZA'S,PIZZA'S,"Mixed Bell Peppers, Onion, Tomato & Olives",305,,,,,,
Peri Peri Pizza,,PIZZA'S,PIZZA'S,"Tomato, Roasted Peppers, Olives, Spring Onion & Feta Cheese",324,,,,,,
Al Funghi Pizza,,PIZZA'S,PIZZA'S,"Mushroom, Olives & Jalapenos",324,,,,,,
Chickonara Pizza,,PIZZA'S,PIZZA'S,"Chicken Sausage, Chicken Salami, Roast Chicken & Spring Onion.",343,,,,,,
Extra Cheese,,PIZZA'S,PIZZA'S,Veggies,70,,,,,,
Extra Olive,,PIZZA'S,PIZZA'S,Jalapenos | Mushroom,80,,,,,,
Extra Chicken Sausage,,PIZZA'S,PIZZA'S,Salami,100,,,,,,
Vegetable Kebab Sizzler,,SIZZLERS,SIZZLERS,Assorted Vegetable Kebabs served with Butter Garlic Naan & Curry.,458,,,,,,
Chicken Kebab Sizzler,,SIZZLERS,SIZZLERS,Assorted Chicken Kebabs served with Butter Garlic Naan & Curry.,600,,,,,,
Paneer Shashlik,,SIZZLERS,SIZZLERS,Grilled cottage cheese & veggies shashlik served on a bed of herb rice.,458,,,,,,
Chicken Shashlik,,SIZZLERS,SIZZLERS,Grilled boneless chicken & veggies shashlik served on a bed of herb rice.,572,,,,,,
Paneer Kathi Roll,,KATHI ROLLS,KATHI ROLLS,,210,,,,,,
Chicken Kathi Roll,,KATHI ROLLS,KATHI ROLLS,,229,,,,,,
Cream of Tomato Soup,,SOUPS,SOUPS,,200,,,,,,
Chicken Clear Soup,,SOUPS,SOUPS,,200,,,,,,
Sweet Corn Vegetable Soup,,SOUPS,SOUPS,,200,,,,,,
Sweet Corn Chicken Soup,,SOUPS,SOUPS,,200,,,,,,
Fresh Garden Salad,,SALADS,SALADS,,124,,,,,,
Sweet Corn & Sprouts Salad,,SALADS,SALADS,,200,,,,,,
Aloo Chana Chaat Salad,,SALADS,SALADS,,238,,,,,,
Mix Vegetable Raita,,YOGURT,YOGURT,,149,,,,,,
Boondi Raita,,YOGURT,YOGURT,,149,,,,,,
Pineapple Raita,,YOGURT,YOGURT,,159,,,,,,
Plain Curd,,YOGURT,YOGURT,,120,,,,,,
Sauteed Vegetable,,WESTERN TREATS,WESTERN TREATS,,320,,,,,,
Vegetable Au Gratin,,WESTERN TREATS,WESTERN TREATS,,330,,,,,,
Grilled Chicken Florentine,,WESTERN TREATS,WESTERN TREATS,,400,,,,,,
Chicken Strognoff,,WESTERN TREATS,WESTERN TREATS,,400,,,,,,
Vegetable Pasta - Arrabbiata,,PASTA,PASTA,,305,,,,,,
Vegetable Pasta - Creamy Vino Pomodoro,,PASTA,PASTA,,305,,,,,,
Chicken Pasta - Arrabbiata,,PASTA,PASTA,,324,,,,,,
Chicken Pasta - Creamy Vino Pomodoro,,PASTA,PASTA,,324,,,,,,
Dal Tadka,,Indian Curries,Indian Curries,Yellow lentils simmered & seasoned with tempered spices.,248,,,,,,
Dal Makhani,,Indian Curries,Indian Curries,Black lentils simmered to perfection.,276,,,,,,
Amritsari Chole,,Indian Curries,Indian Curries,"Slow cooked chickpea, its our chef's grandma's recipe.",257,,,,,,
Mutter Mushroom Lababdaar,,Indian Curries,Indian Curries,"Mildly spiced, mushroom & green peas.",267,,,,,,
Vegetable Diwani Handi,,Indian Curries,Indian Curries,"Curried seasonal veggies, our chef's special.",267,,,,,,
Aloo Gobhi Adraki,,Indian Curries,Indian Curries,"Tender pieces of cauliflower & potato, tossed in a ginger spiced masala.",248,,,,,,
Jeera Aloo,,Indian Curries,Indian Curries,"Baby potatoes sauteed with cumin, herbs & spices.",219,,,,,,
Malai Kofta Curry,,Indian Curries,Indian Curries,"Creamy cottage cheese fritters, slow cooked & immersed in mildly spiced gravy.",353,,,,,,
Palak Paneer,,Indian Curries,Indian Curries,"Diced cottage cheese, cooked in a creamy spinach puree.",333,,,,,,
Paneer Makhani,,Indian Curries,Indian Curries,"Cottage cheese in a creamy tomato based gravy, lightly spiced.",343,,,,,,
Non-Vegetarian Thali,,THALIS,THALIS,"Butter Chicken, Egg Masala, Dal Makhani, Jeera Rice, Butter Naan, Papad, Raita, Sweet",400,,,,,,
Vegetarian Thali,,THALIS,THALIS,"Paneer Makhani, Vegetable, Dal Makhani, Jeera Rice, Butter Naan, Papad, Raita, Sweet",371,,,,,,
Steam Rice,,RICE & BIRYANI'S,RICE & BIRYANI'S,"Simply boiled, white pearl rice.",162,,,,,,
Jeera Rice,,RICE & BIRYANI'S,RICE & BIRYANI'S,Basmati rice tempered with cumin.,181,,,,,,
Curd Rice,,RICE & BIRYANI'S,RICE & BIRYANI'S,"A refreshing bowl of yogurt & rice, with tempered spices and curry leaves.",229,,,,,,
Dal Khichadi,,RICE & BIRYANI'S,RICE & BIRYANI'S,Healthy Indian dish made with rice and lentils.,286,,,,,,
Vegetable Biryani,,RICE & BIRYANI'S,RICE & BIRYANI'S,Earthy flavourful combination of basmati rice with fresh seasonal greens.,353,,,,,,
Chicken Biryani,,RICE & BIRYANI'S,RICE & BIRYANI'S,"Succlent pieces of chicken, cooked with basmati rice and subtle flavoured spices.",381,,,,,,
Mutton Biryani,,RICE & BIRYANI'S,RICE & BIRYANI'S,"Packed full of flavours, basmati rice & spiced mutton morsels.",620,,,,,,
Laccha Parantha,,Indian Breads,Indian Breads,Flaky whole wheat buttered bread.,79,,,,,,
Pudina Parantha,,Indian Breads,Indian Breads,Flaky whole wheat buttered bread flavoured with mint.,79,,,,,,
Aloo Parantha,,Indian Breads,Indian Breads,Whole wheat bread stuffed with mildly spiced potatoes.,152,,,,,,
Paneer Parantha,,Indian Breads,Indian Breads,Whole wheat bread stuffed with mildly spiced cottage cheese.,200,,,,,,
Tandoori Roti,,Indian Breads,Indian Breads,Whole wheat bread.,48,,,,,,
Butter Tandoori Roti,,Indian Breads,Indian Breads,Whole wheat bread - buttered.,57,,,,,,
Tawa Roti,,Indian Breads,Indian Breads,Whole wheat bread cooked on griddle.,52,,,,,,
Butter Tawa Roti,,Indian Breads,Indian Breads,Whole wheat bread cooked on griddle - buttered.,62,,,,,,
Cheese Naan,,Indian Breads,Indian Breads,Refined wheat flour bread stuffed with mildly spiced cottage cheese.,200,,,,,,
Butter Garlic Naan,,Indian Breads,Indian Breads,Refined wheat flour bread flavoured with garlic.,114,,,,,,
Naan,,Indian Breads,Indian Breads,Refined wheat flour bread,90,,,,,,
Butter Naan,,Indian Breads,Indian Breads,Refined wheat flour bread - buttered.,100,,,,,,
Gulab Jamun,,Desserts & Cakes,Desserts & Cakes,,114,,,,,,
Walnut Brownie,,Desserts & Cakes,Desserts & Cakes,Hot Choco Sauce,124,,,,,,
French Apple Tart,,Desserts & Cakes,Desserts & Cakes,,134,,,,,,
Blueberry Cheese Cake Slice,,Desserts & Cakes,Desserts & Cakes,,171,,,,,,
Mango Cheese Cake Slice,,Desserts & Cakes,Desserts & Cakes,,171,,,,,,
Baked Choco Caramel Cheese Cake Slice,,Desserts & Cakes,Desserts & Cakes,,181,,,,,,
Chocolate Truffle Pastry,,Desserts & Cakes,Desserts & Cakes,,124,,,,,,
Triple Chocolate Pastry,,Desserts & Cakes,Desserts & Cakes,,124,,,,,,
Boozy Chocolate Delight Pastry,,Desserts & Cakes,Desserts & Cakes,alcoholic,134,,,,,,
Pineapple Delight Pastry,,Desserts & Cakes,Desserts & Cakes,,124,,,,,,
Chocolate Mousse,,Desserts & Cakes,Desserts & Cakes,,105,,,,,,
