item_name,variant,category,subcategory,description,price,half_plate_price,full_plate_price,small_price,medium_price,large_price,price_display
Mexican King Burger,,Premium Burgers,Regular,"Perfect Crispy tikki delight with delicious Mexican Tangy taste topped with tomato, onion, Jalapeno, Corn & tasty Sauces",79,,,,,,
Mexican King Burger - With Cheese Slice,,Premium Burgers,Regular,"Perfect Crispy tikki delight with delicious Mexican Tangy taste topped with tomato, onion, Jalapeno, Corn & tasty Sauces",94,,,,,,
7 Saucy King Burger,,Premium Burgers,Regular,"Seven types of Special Sauces with onion, tomato, cucumber and jalapeno, heaven for saucy lovers !",109,,,,,,
7 Saucy King Burger - With Cheese Slice,,Premium Burgers,Regular,"Seven types of Special Sauces with onion, tomato, cucumber and jalapeno, heaven for saucy lovers !",124,,,,,,
Royal Paneer Grilled Burger,,Premium Burgers,Regular,"100 g grilled paneer marinated with special spices & topped With makhani gravy, onion, red paprika & tomato",129,,,,,,
Royal Paneer Grilled Burger - With Cheese Slice,,Premium Burgers,Regular,"100 g grilled paneer marinated with special spices & topped With makhani gravy, onion, red paprika & tomato",144,,,,,,
Salted French Fries (With Cheese Dip),,World Of Fries,Regular,,79,,,,,,
Salted French Fries (With Cheese Dip) - Cheesy,,World Of Fries,Regular,,119,,,,,,
Peri Peri Fries (With Cheese Dip),,World Of Fries,Regular,,99,,,,,,
Peri Peri Fries (With Cheese Dip) - Cheesy,,World Of Fries,Regular,,139,,,,,,
Cheese Masala Fries (With Special Dip),,World Of Fries,Regular,,99,,,,,,
Cheese Masala Fries (With Special Dip) - Cheesy,,World Of Fries,Regular,,139,,,,,,
Zorko Italian Loaded Fries,,World Of Fries,Regular,"Fries Loaded with orange cheese sauce, special sauce & topped with jalapeno, olives, red paprika & grated cheese",139,,,,,,
Zorko Rocking Sizzling Fries (Unique Frem),,World Of Fries,Regular,Peri Peri Fries Sizzled in orange cheese Sauce,149,,,,,,
Classic Veg Wrap,,Zorko,Grilled Wrap,"Get wrapped in heaven of orange Cheese sauce with Patty, Onion, Capsicum, & spices for your best mouth watering experience !",99,,,,,,
Classic Veg Wrap - With Cheese,,Zorko,Grilled Wrap,"Get wrapped in heaven of orange Cheese sauce with Patty, Onion, Capsicum, & spices for your best mouth watering experience !",129,,,,,,
Mexican Salsa Wrap,,Zorko,Grilled Wrap,"Get wrapped in heaven of crunchy Nachos & orange Cheese sauce with Patty, Onion, Jalapeno & our special sauces & spices",119,,,,,,
Mexican Salsa Wrap - With Cheese,,Zorko,Grilled Wrap,"Get wrapped in heaven of crunchy Nachos & orange Cheese sauce with Patty, Onion, Jalapeno & our special sauces & spices",149,,,,,,
Italian Club Wrap (Best Seller),,Zorko,Grilled Wrap,"It's Pizza or Wrap, let your taste buds Decide ! Enjoy the delicious wrap with Patty, Onion, Jalapeno, Olives, Red paprika, Capsicum with special spices & Sauces !",129,,,,,,
Italian Club Wrap (Best Seller) - With Cheese,,Zorko,Grilled Wrap,"It's Pizza or Wrap, let your taste buds Decide ! Enjoy the delicious wrap with Patty, Onion, Jalapeno, Olives, Red paprika, Capsicum with special spices & Sauces !",159,,,,,,
Spicy Paneer Wrap,,Zorko,Grilled Wrap,"A Treat for Paneer Lovers ! Special wrap with loaded Paneer, Onion, Red paprika, Capsicum with unique sauces & spices !",139,,,,,,
Spicy Paneer Wrap - With Cheese,,Zorko,Grilled Wrap,"A Treat for Paneer Lovers ! Special wrap with loaded Paneer, Onion, Red paprika, Capsicum with unique sauces & spices !",169,,,,,,
Classic Mix Veg Fried Momos (6 Pcs.),,FREPS,FREEPI,Classic Momos Served with special Dip,79,,,,,,
Cheese Melting Gravy Momos (6 Pcs.),,FREPS,FREEPI,"Special Tibetan Momos Tossed in spicy Gravy, Special Sauces, Cheese and Himalayan Spices",139,,,,,,
Cheese Volcano Kulhad Momos,,Kulhad Zone,Kulhad Zone,,129,,,,,,
Cheese Loaded Kulhad Pizza (Must Try),,Kulhad Zone,Kulhad Zone,,129,,,,,,
Cheese Chatori Kulhad Maggie,,Kulhad Zone,Kulhad Zone,,129,,,,,,
Cheesy Crazy Kulhad Pasta ®,,Kulhad Zone,Kulhad Zone,(Cheese Cry),129,,,,,,
Nachos Chips with Cheese Dip,,Let's Nacho,Let's Nacho,All time favorite & classic,69,,,,,,
Cheesy Delight Nachos,,Let's Nacho,Let's Nacho,"Crunchy nachos tossed with orange cheese sauce, Red gravy, corn and grated cheese",119,,,,,,
Cheese Exotic Loaded Nachos,,Let's Nacho,Let's Nacho,"Crunchy nachos tossed with orange cheese sauce, Red gravy, jalapeno, olives, red paprika, corn, and grated cheese",139,,,,,,
Garlic Bread - Regular,,Garlic Bread,Garlic Bread,,79,,,,,,
Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,,109,,,,,,
Cheese Garlic Bread,,Garlic Bread,Cheese Garlic Bread,Garlic bread loaded with Special Garlic Paste & Loads of Cheese,89,,,,,,
Cheese Chilly Garlic Bread,,Garlic Bread,Cheese Chilly Garlic Bread,"Garlic bread loaded with Special Chilly Cheese, Garlic Paste, & Loads of Cheese",119,,,,,,
Supreme Treat Garlic Bread,,Garlic Bread,Supreme Treat Garlic Bread,"Special stuffing of Golden Corn, Jalapeno & Onion loaded with lots of cheese on Garlic bread",129,,,,,,
Orange Cheese Mint Garlic Bread,,Garlic Bread,Orange Cheese Mint Garlic Bread,"Garlic bread loaded with Special orange Cheese sauce, Garlic Paste, mint leaves & Loads of Cheese",129,,,,,,
Paneer Makhani Garlic Bread,,Garlic Bread,Paneer Makhani Garlic Bread,"Garlic Bread loaded with Makhani Sauce, Garlic Paste, Paneer Cubes and Loads of Cheese.",139,,,,,,
Special Cheese Pull & Tear Garlic Bun,,Garlic Bread,Special Cheese Pull & Tear Garlic Bun,"Bun loaded with orange cheese sauce, mozzarella cheese & garlic butter",149,,,,,,
Salted Sweet Corn - Regular,,American Sweet Corn,Salted Sweet Corn,,49,,,,,,
Salted Sweet Corn - Cheese,,American Sweet Corn,Salted Sweet Corn,,69,,,,,,
Peri Peri Sweet Corn,,American Sweet Corn,Peri Peri Sweet Corn,,69,,,,,,
Peri Peri Sweet Corn - Cheese,,American Sweet Corn,Peri Peri Sweet Corn,,89,,,,,,
Barbeque Marinated Sweet Corn,,American Sweet Corn,Barbeque Marinated Sweet Corn,Best Seller,69,,,,,,
Makhani Marinated Sweet Corn,,American Sweet Corn,Makhani Marinated Sweet Corn,,79,,,,,,
Makhani Marinated Sweet Corn - Cheese,,American Sweet Corn,Makhani Marinated Sweet Corn,,99,,,,,,
Akhri Pasta - Regular,,Pasta,Akhri Pasta,,99,,,,,,
Arrabbiata Pasta (Red Sauce) - Zorko Cheesy,,Pasta,Arrabbiata Pasta (Red Sauce),Penne Pasta tossed in Spicy fusion Red Sauce along with Golden Corn and Italian Herbs.,129,,,,,,
Arrabbiata Pasta (Red Sauce) - Zorko Baked,,Pasta,Arrabbiata Pasta (Red Sauce),Penne Pasta tossed in Spicy fusion Red Sauce along with Golden Corn and Italian Herbs.,149,,,,,,
Alfredo Pasta (White Sauce),,Pasta,Alfredo Pasta (White Sauce),"Penne Pasta tossed in Authentic White Sauce, Cheese and Fresh Cream along with Golden Corn and Italian Herbs.",,99,129,,,149,
Pink Sauce Pasta,,Pasta,Pink Sauce Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Pink Sauce along with Golden Corn and Italian Herbs,,99,129,,,149,
Peri Peri Pasta,,Pasta,Peri Peri Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Peri Peri Sauce along with Golden Corn and Italian Herbs.,,99,129,,,149,
Maggie Masala Fusion Pasta,,Pasta,Maggie Masala Fusion Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Maggie Masala along with Golden Corn and Italian Herbs.,,99,129,,,149,
Double Masala Maggie,,Maggie,Maggie,,49,,,,,,
Hot Passion Spicy Maggie,,Maggie,Maggie,,69,,,,,,
Masala Makhani Maggie,,Maggie,Maggie,,69,,,,,,
Peri Peri Masala Maggie,,Maggie,Maggie,,69,,,,,,
Veg. Masala Maggie,,Maggie,Maggie,,79,,,,,,
Cheese Chatori Maggie,,Maggie,Maggie,,99,,,,,,
Sandwich Cdda (Max Grilled - 2 Layer) Regular,,Sandwich,Sandwich,,49,,,,,,
Sandwich Cdda (Max Grilled - 2 Layer) With Cheese,,Sandwich,Sandwich,,79,,,,,,
VEG. SANDWICH,,Sandwich,VEG. SANDWICH,"Tomato, cucumber, potato, onion sliced in bread & green chutney",79,,,,,,
VEG. SANDWICH With Cheese,,Sandwich,VEG. SANDWICH,"Tomato, cucumber, potato, onion sliced in bread & green chutney",109,,,,,,
CHEESE CHUTNEY,,Sandwich,CHEESE CHUTNEY,All time favorite combination of cheese and green chutney,79,,,,,,
CHEESE CHUTNEY POTATO,,Sandwich,CHEESE CHUTNEY POTATO,"Potato slices marinated in cheese sauce, cheese and green chutney",89,,,,,,
VEG. GLOBAL SANDWICH,,Sandwich,VEG. GLOBAL SANDWICH,"Tomato, cucumber, potato, onion sliced in bread & global sauce, cheese sauce and green chutney",99,,,,,,
VEG. GLOBAL SANDWICH With Cheese,,Sandwich,VEG. GLOBAL SANDWICH,"Tomato, cucumber, potato, onion sliced in bread & global sauce, cheese sauce and green chutney",129,,,,,,
NUTELLA SANDWICH,,Sandwich,NUTELLA SANDWICH,Chocolaty Burst !,99,,,,,,
NUTELLA SANDWICH With Cheese,,Sandwich,NUTELLA SANDWICH,Chocolaty Burst !,129,,,,,,
VEG. GRILLED SANDWICH,,Grilled Cida (3 Layer),VEG. GRILLED SANDWICH,"Tomato, cucumber, onion, capsicum sliced in bread with green chutney & layer of potato stuffing",99,,,,,,
VEG. CHILLY GARLIC SANDWICH,,Grilled Cida (3 Layer),VEG. CHILLY GARLIC SANDWICH,"The blend of garlic butter, chilly, special sauce, tomato, cucumber, Onion, capsicum & layer of potato stuffing",109,,,,,,
VEG. CHILLY GARLIC SANDWICH With Cheese,,Grilled Cida (3 Layer),VEG. CHILLY GARLIC SANDWICH,"The blend of garlic butter, chilly, special sauce, tomato, cucumber, Onion, capsicum & layer of potato stuffing",139,,,,,,
VEG. MEXICAN SANDWICH,,Grilled Cida (3 Layer),VEG. MEXICAN SANDWICH,"The blend of sauces & vegetable like tomato, cucumber, corn, Onion, capsicum & layer of potato stuffing",129,,,,,,
VEG. MEXICAN SANDWICH With Cheese,,Grilled Cida (3 Layer),VEG. MEXICAN SANDWICH,"The blend of sauces & vegetable like tomato, cucumber, corn, Onion, capsicum & layer of potato stuffing",159,,,,,,
VEG. PANEER TOOFANI SANDWICH,,Grilled Cida (3 Layer),VEG. PANEER TOOFANI SANDWICH,"Paneer, Olives, Red Paprika, Jalapeno loaded with special sauce & layer of Potato Stuffing",149,,,,,,
VEG. PANEER TOOFANI SANDWICH With Cheese,,Grilled Cida (3 Layer),VEG. PANEER TOOFANI SANDWICH,"Paneer, Olives, Red Paprika, Jalapeno loaded with special sauce & layer of Potato Stuffing",179,,,,,,
Surprise Mojito,,Mojita's,Mojita's,Best Seller,49,,,,,,
Spicy Devil Mojito,,Mojita's,Mojita's,,49,,,,,,
Strawberry Mojito,,Mojita's,Mojita's,,49,,,,,,
Tangy Mango Mojito,,Mojita's,Mojita's,,49,,,,,,
Pineapple Punch Mojito,,Mojita's,Mojita's,,49,,,,,,
Mary Litchi Mojito,,Mojita's,Mojita's,,49,,,,,,
Mint Mojito,,Mojita's,Mojita's,,49,,,,,,
Orange Cindrella Mojito,,Mojita's,Mojita's,,49,,,,,,
Blue Heaven Mojito,,Mojita's,Mojita's,,49,,,,,,
Parle-G Shake,,Milk Shakes,Regular,Childhood Favourite,69,,,,,,
Strawberry Shake,,Milk Shakes,Regular,,69,,,,,,
Rich Chocolate Shake,,Milk Shakes,Regular,,79,,,,,,
Oreo Chocolate Shake,,Milk Shakes,Regular,Best Seller,89,,,,,,
Kitkat Chocolate Shake,,Milk Shakes,Regular,,99,,,,,,
Brownie Blast Shake,,Milk Shakes,Regular,,109,,,,,,
Nutella Shake,,Milk Shakes,Regular,,139,,,,,,
Cold Coffee With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,49,,,,,,
Cold Coffee With Chocolate Ice Cream - Premium,,Cold Coffee,Cold Coffee,,74,,,,,,
Strong Cold Coffee,,Cold Coffee,Cold Coffee,,59,,,,,,
Strong Cold Coffee - Premium,,Cold Coffee,Cold Coffee,,84,,,,,,
Mocha Cold Coffee Chef Special,,Cold Coffee,Cold Coffee,,69,,,,,,
Mocha Cold Coffee Chef Special - Premium,,Cold Coffee,Cold Coffee,,94,,,,,,
Masala Chai,,Hot,Hot,,19,,,,,,
Hot Chocolate,,Hot,Hot,,29,,,,,,
Hot Coffee,,Hot,Hot,,29,,,,,,
Vanilla Ice Cream Scoop,,Desserts,Desserts,,29,,,,,,
Chocolate Ice Cream Scoop,,Desserts,Desserts,,39,,,,,,
Sizzling Brownie,,Desserts,Desserts,,149,,,,,,
Special Kulhad Chocolaty Mud Pie,,Desserts,Desserts,Best Seller,199,,,,,,
