item_name,variant,category,subcategory,description,price,half_plate_price,full_plate_price,small_price,medium_price,large_price,price_display
Saag Aloo,,Vegetarian Specialties,Vegetarian Specialties,,21.5,,,,,,
Aloo Gobi,,Vegetarian Specialties,Vegetarian Specialties,,21.5,,,,,,
Palak Paneer,,Vegetarian Specialties,Vegetarian Specialties,,25.0,,,,,,
Dal Makanit,,Vegetarian Specialties,Vegetarian Specialties,,24.0,,,,,,
Mango chicken,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Butter Chicken,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Masta Masala,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Jaferzi,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Saag Chicken,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Tikka Masala - Mild,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Tikka Masala - Medium,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Tikka Masala - Hot,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Madras,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Vindaloo,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Kashmiri,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Chicken Korma,,Chicken Specialties,Chicken Specialties,,24.5,,,,,,
Fish Curry,,Seafood,Seafood,,28.0,,,,,,
Prawn Curry,,Seafood,Seafood,,32.0,,,,,,
Squid Curry,,Seafood,Seafood,,26.0,,,,,,
Lamb Korma (Mild),,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Rogan Gosht,,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Saag Gosht,,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Lamb Vindaloo,,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Bhuna Josh,,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Methi Gosht,,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Lamb Badam Pasanda,,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Lamb Madras,,Lamb Specialities,Lamb Specialities,,26.0,,,,,,
Tandoori Chicken - Half,,Tandoori Specialties,Tandoori Specialties,,19.0,,,,,,
Tandoori Chicken - Whole,,Tandoori Specialties,Tandoori Specialties,,35.0,,,,,,
Chicken Tikka,,Tandoori Specialties,Tandoori Specialties,,25.0,,,,,,
Seekh Kebab,,Tandoori Specialties,Tandoori Specialties,,23.0,,,,,,
Reshmi Kebab,,Tandoori Specialties,Tandoori Specialties,,19.0,,,,,,
Nawab Tikka,,Tandoori Specialties,Tandoori Specialties,,29.0,,,,,,
Nawab Panir Tikka (2 Skewers),,Tandoori Specialties,Tandoori Specialties,,29.0,,,,,,
Goan Pork Curry,,Great India's Most Deluxe,Great India's Most Deluxe,,26.5,,,,,,
Pork Vindaloo,,Great India's Most Deluxe,Great India's Most Deluxe,,26.5,,,,,,
Samba Masala (Venison),,Great India's Most Deluxe,Great India's Most Deluxe,,29.0,,,,,,
Gehtu Masala,,Great India's Most Deluxe,Great India's Most Deluxe,,28.0,,,,,,
Murgh Chuttri,,Great India's Most Deluxe,Great India's Most Deluxe,,25.0,,,,,,
Goan Squid Masala,,Great India's Most Deluxe,Great India's Most Deluxe,,26.0,,,,,,
Chicken Dopiaza,,Great India's Most Deluxe,Great India's Most Deluxe,,25.0,,,,,,
Karahi Chicken,,Great India's Most Deluxe,Great India's Most Deluxe,,27.0,,,,,,
Lamb Dunsark DF,,Great India's Most Deluxe,Great India's Most Deluxe,,27.0,,,,,,
Chicken Dunsark DF,,Great India's Most Deluxe,Great India's Most Deluxe,,25.0,,,,,,
Tandoori Mixed Grill (For One),,Great India Specials,Great India Specials,,42.0,,,,,,
Murgh Masalam (For One),,Great India Specials,Great India Specials,,31.0,,,,,,
Murgh Masalam (For Two),,Great India Specials,Great India Specials,,60.0,,,,,,
Pulau Rice,,Rice Specialties,Rice Specialties,,3.5,,,,,,
Coconut Rice,,Rice Specialties,Rice Specialties,,3.5,,,,,,
Basmati Steamed Rice,,Rice Specialties,Rice Specialties,,3.5,,,,,,
Murgh Biryani,,Rice Specialties,Rice Specialties,,32.0,,,,,,
Vegetable Biryani,,Rice Specialties,Rice Specialties,,29.0,,,,,,
Prawn Biryani,,Rice Specialties,Rice Specialties,,36.0,,,,,,
Chicken Biryani,,Rice Specialties,Rice Specialties,,29.0,,,,,,
Lamb Biryani,,Rice Specialties,Rice Specialties,,36.0,,,,,,
Nan,,Tandoori Breads,Tandoori Breads,,5.0,,,,,,
Cheese Nan,,Tandoori Breads,Tandoori Breads,,8.5,,,,,,
Garlic Nan,,Tandoori Breads,Tandoori Breads,,5.0,,,,,,
Kheema Nan,,Tandoori Breads,Tandoori Breads,,9.5,,,,,,
Peshawari Nan,,Tandoori Breads,Tandoori Breads,,9.5,,,,,,
Rogini Nan,,Tandoori Breads,Tandoori Breads,,9.5,,,,,,
Onion Kulcha,,Tandoori Breads,Tandoori Breads,,5.5,,,,,,
Paratha,,Tandoori Breads,Tandoori Breads,,6.5,,,,,,
Stuffed Paratha,,Tandoori Breads,Tandoori Breads,,7.0,,,,,,
Tandoori Roti,,Tandoori Breads,Tandoori Breads,,5.0,,,,,,
Poppadoms,,Accompaniments,Accompaniments,,1.7,,,,,,
Mango Chutney,,Accompaniments,Accompaniments,,1.6,,,,,,
Mango Pickle,,Accompaniments,Accompaniments,,1.6,,,,,,
Lime Pickle,,Accompaniments,Accompaniments,,1.6,,,,,,
Chilli Pickle,,Accompaniments,Accompaniments,,1.6,,,,,,
Tamarind Sauce,,Accompaniments,Accompaniments,,3.5,,,,,,
Plain Yoghurt,,Accompaniments,Accompaniments,,5.5,,,,,,
Mint Yoghurt,,Accompaniments,Accompaniments,,4.5,,,,,,
Dahi Raita,,Accompaniments,Accompaniments,,7.5,,,,,,
Onion Salad,,Accompaniments,Accompaniments,,8.0,,,,,,
Combination Chutney and Pickles,,Accompaniments,Accompaniments,,6.0,,,,,,
Green Salad,,Accompaniments,Accompaniments,,8.0,,,,,,
