item_name,variant,category,subcategory,description,price,half_plate_price,full_plate_price,small_price,medium_price,large_price,price_display
Haryali Murgh Tikka,,Indian Cuisine,Non-Vegetarian Starters,"Indian herb marinated chicken flavored with mint and cilantro, finished in tandoor",660.0,,,,,,
Murgh Tikka Mirza Bano,,Indian Cuisine,Non-Vegetarian Starters,"Chicken marinated in yogurt, brown onion paste, grated cheddar, speciality from Rampuri cuisine",660.0,,,,,,
Kasundi Murgh Tikka,,Indian Cuisine,Non-Vegetarian Starters,"Lightly spiced chicken tikka, marinated with homemade mustard, fresh Indian herbs and spices",660.0,,,,,,
Murgh Laal Mirch Tikka,,Indian Cuisine,Non-Vegetarian Starters,"Boneless chicken pieces marinated in spiced yogurt, cooked on clay-oven",660.0,,,,,,
Gilafi Seekh Kebab,,Indian Cuisine,Non-Vegetarian Starters,"A Mughlai delicacy prepared with minced lamb, blend of spices and bell peppers",1050.0,,,,,,
Mutton Chapli Kebab,,Indian Cuisine,Non-Vegetarian Starters,Flat mutton pounded patty a delicacy from Pashtun cuisine,1050.0,,,,,,
Mutton Burrah Kebab,,Indian Cuisine,Non-Vegetarian Starters,"Marinated Indian lamb chops with smoked frontier spices, yogurt and almond paste, charred to perfection",1050.0,,,,,,
Shikanji,,"Aperitif, Soup & Salad",Aperitif,A refreshing lime beverage,230.0,,,,,,
Sol Kadi,,"Aperitif, Soup & Salad",Aperitif,Digestive drink made with kokum and fresh coconut milk,300.0,,,,,,
Mattha - Plain,,"Aperitif, Soup & Salad",Aperitif,Butter milk,250.0,,,,,,
Mattha - Spiced,,"Aperitif, Soup & Salad",Aperitif,Butter milk,250.0,,,,,,
Lassi - Elaichi,,"Aperitif, Soup & Salad",Aperitif,,275.0,,,,,,
Lassi - Mango,,"Aperitif, Soup & Salad",Aperitif,,275.0,,,,,,
Lassi - Rose,,"Aperitif, Soup & Salad",Aperitif,,275.0,,,,,,
Lassi - Salted,,"Aperitif, Soup & Salad",Aperitif,,275.0,,,,,,
Multani,,"Aperitif, Soup & Salad",Soup,Lentil soup tempered with Indian spices,385.0,,,,,,
Tamatar Shorba,,"Aperitif, Soup & Salad",Soup,,385.0,,,,,,
Palak Shorba,,"Aperitif, Soup & Salad",Soup,,385.0,,,,,,
Murgh Yakhni Shorba,,"Aperitif, Soup & Salad",Soup,,465.0,,,,,,
Mushroom Cream Soup,,"Aperitif, Soup & Salad",Soup,,385.0,,,,,,
Mix Veg Cream Soup,,"Aperitif, Soup & Salad",Soup,,385.0,,,,,,
Chicken Cream Soup,,"Aperitif, Soup & Salad",Soup,,465.0,,,,,,
Palak Patta Chaat,,"Aperitif, Soup & Salad",Chaat & Salad,Layers of crispy spinach leaves with tangy and minty dip,400.0,,,,,,
Aloo Papdi Chaat,,"Aperitif, Soup & Salad",Chaat & Salad,"Diced potato served with lentil crisp, yogurt, spices and chutney",400.0,,,,,,
Green Salad,,"Aperitif, Soup & Salad",Chaat & Salad,Chef choice handpicked farm fresh vegetables,400.0,,,,,,
Kumbh Mutter Masala,,Main Course,Vegetarian,"Punjabi classic of field ground mushroom and fresh peas tossed in shallots, tomato & fresh coriander",600.0,,,,,,
Baingan Bharta,,Main Course,Vegetarian,Deconstructed old style eggplant mash,600.0,,,,,,
Mirch Makai Hara Pyaaz,,Main Course,Vegetarian,"Our Signature dish, tells about how the spices are blended into a very simple mouthwatering dish",600.0,,,,,,
Subz Kalonji,,Main Course,Vegetarian,Crunchy vegetables tempered with onion seeds,600.0,,,,,,
Bhindi Ke Do Rang,,Main Course,Vegetarian,"Cashew tossed okra served in salan gravy, topped with kurkari bhindi",600.0,,,,,,
Aloo Gobi,,Main Course,Vegetarian,"Potato, cauliflower sauteed in Indian mild spiced gravy",600.0,,,,,,
Kadhai Subz,,Main Course,Vegetarian,"Seasonal vegetables cooked with bell peppers and tomatoes, accentuated with coriander seeds and freshly pound black pepper",600.0,,,,,,
Kadhai Paneer,,Main Course,Vegetarian,"Cottage cheese cooked with bell peppers and tomatoes, accentuated with coriander seeds and freshly pound black pepper",725.0,,,,,,
Makhani Subz,,Main Course,Vegetarian,Seasonal vegetables chunks with a buttery tomato gravy,600.0,,,,,,
Makhani Paneer,,Main Course,Vegetarian,Cottage cheese chunks with a buttery tomato gravy,725.0,,,,,,
Lasooni Palak,,Main Course,Vegetarian,"Simple spinach based curry with generous amount of ghee, smeared brown garlic",600.0,,,,,,
Mangodi Hara Pyaaz,,Main Course,Vegetarian,"Curry flavored with onions, inhouse ground Indian spices, mini moong dal dry dumpling",600.0,,,,,,
Nukkad Wali Sabzi,,Main Course,Vegetarian,Rich and spicy tomato gravy with assorted Indian vegetables,600.0,,,,,,
Chilgoza Fali Shatavari,,Main Course,Vegetarian,"Stringless beans, asparagus, exotic veg with roasted pinenuts",600.0,,,,,,
Murgh Patiala,,Main Course,Non-Vegetarian,"Chicken in a thick onion based gravy, covered with an egg crepe",800.0,,,,,,
Murgh Handi,,Main Course,Non-Vegetarian,Chicken cooked with fresh vegetables in saffron gravy,800.0,,,,,,
Methi Murgh,,Main Course,Non-Vegetarian,"Indian chicken speciality cooked with onions, fresh fenugreek, Indian spices, herbs, tomato and yogurt",800.0,,,,,,
Kalimirch Ka Murga,,Main Course,Non-Vegetarian,"Aromatic smoked chicken curry, spiced with black peppercorns in a creamy rich cashew gravy",800.0,,,,,,
Murgh Nawabi Kofta Noor e Della,,Main Course,Non-Vegetarian,"Minced chicken dumplings, infused with aromatic Indian spices, simmered in brown onion gravy",800.0,,,,,,
Murgh Lahori,,Main Course,Non-Vegetarian,Rich South Asian curry originated from Lahore,800.0,,,,,,
Rahra Gosht,,Main Course,Non-Vegetarian,Indian delicasy of mutton and mince cooked together,1050.0,,,,,,
Kheema Ghotala,,Main Course,Non-Vegetarian,"Mutton mince, cooked with Indian spices and finished with beaten egg",1050.0,,,,,,
Nalli Nihari,,Main Course,Non-Vegetarian,"From the royal kitchens of the Nawabs, this lamb shank delicacy is famous for its spice and subtle flavors",1050.0,,,,,,
Dal Gosht,,Main Course,Non-Vegetarian,"Popular mutton recipe from India and Pakistan, mutton simmered in spices and lentil",1050.0,,,,,,
Gosht e Josh,,Main Course,Non-Vegetarian,Mutton roganjosh - an all time favorite,1050.0,,,,,,
Kadhai Ka Murgh,,Main Course,Non-Vegetarian,Chicken leg tossed with whole spices and chillies,800.0,,,,,,
Kadhai Ka Jheenga,,Main Course,Non-Vegetarian,Arabian sea prawns tossed with whole spices and chillies,1300.0,,,,,,
Alleppey Curry - Prawns,,Main Course,Non-Vegetarian,"A fish curry from the Malabar coasts, flavored with raw mango and coconut",1300.0,,,,,,
Alleppey Curry - Surmai,,Main Course,Non-Vegetarian,"A fish curry from the Malabar coasts, flavored with raw mango and coconut",1400.0,,,,,,
Alleppey Curry - Pomfret,,Main Course,Non-Vegetarian,"A fish curry from the Malabar coasts, flavored with raw mango and coconut",1500.0,,,,,,
Amritsari Curry - Prawns,,Main Course,Non-Vegetarian,"Fish delicately cooked in an aromatic onion and tomato masala, flavored with ajwain and hint of lime juice",1300.0,,,,,,
Amritsari Curry - Surmai,,Main Course,Non-Vegetarian,"Fish delicately cooked in an aromatic onion and tomato masala, flavored with ajwain and hint of lime juice",1400.0,,,,,,
Amritsari Curry - Pomfret,,Main Course,Non-Vegetarian,"Fish delicately cooked in an aromatic onion and tomato masala, flavored with ajwain and hint of lime juice",1500.0,,,,,,
Steamed Basmati Rice,,Main Course,Chawal Ke Daane,,450.0,,,,,,
Dhaba Parat Pulao - Chicken,,Main Course,Chawal Ke Daane,"Highway style pulao topped with brown onion, green chillies, ginger and coriander",925.0,,,,,,
Dhaba Parat Pulao - Lamb,,Main Course,Chawal Ke Daane,"Highway style pulao topped with brown onion, green chillies, ginger and coriander",1200.0,,,,,,
Dhaba Parat Pulao - Prawns,,Main Course,Chawal Ke Daane,"Highway style pulao topped with brown onion, green chillies, ginger and coriander",1300.0,,,,,,
Dal Khichdi,,Main Course,Chawal Ke Daane,Home style simple preparation of rice and lentil cooked together,500.0,,,,,,
Subz Biryani,,Biryani,Vegetarian,"A fragrant assortment of garden fresh vegetables and basmati rice, cooked with mild spices in dum, an ancient slow cooking technique",725.0,,,,,,
Masaledar Mumbai Style Biryani,,Biryani,Vegetarian,"Aromatic, tempered spiced masala rice with vegetables",725.0,,,,,,
Jeera Dhaniya Pulao,,Biryani,Vegetarian,Age old rice tempered with slow roasted cumin and coriander chiffonade,650.0,,,,,,
Dum Gosht Biryani,,Biryani,Non-Vegetarian,"A delicate and flavorful blend of the choicest lamb shank, long grain basmati rice, cooked in dum, an ancient slow cooking technique",1200.0,,,,,,
Murgh Tikka Biryani,,Biryani,Non-Vegetarian,Chicken tikka cooked with long grain basmati rice,1050.0,,,,,,
Sauf Wali Jheenga Biryani,,Biryani,Non-Vegetarian,"Aromatic prawns dum biryani, flavored with fennel & mild spices",1300.0,,,,,,
Dal Chounka,,Main Course,Dal Ki Nazakat,A simple and creamy yellow dal served with hing & jeera chaunk,575.0,,,,,,
Dal Methi,,Main Course,Dal Ki Nazakat,"It is a simple, quick, delicious and healthy Indian lentil dish made by simmering fenugreek leaves with lentils, herbs and spices",575.0,,,,,,
Dal Palak,,Main Course,Dal Ki Nazakat,"A delicious combination of protein rich assorted lentils, fiber rich spinach and magical ghee tempered spices",575.0,,,,,,
Dal Miloni,,Main Course,Dal Ki Nazakat,"A harmonious combination of two lentils, cooked to perfection with fresh dill, tempered with whole garlic",575.0,,,,,,
Plain Curd,,Raita and Papad,Raita and Papad,Home made low fat yogurt,175.0,,,,,,
Raita - Mix,,Raita and Papad,Raita and Papad,,225.0,,,,,,
Raita - Boondi,,Raita and Papad,Raita and Papad,,225.0,,,,,,
Raita - Pineapple,,Raita and Papad,Raita and Papad,,225.0,,,,,,
Raita - Burani,,Raita and Papad,Raita and Papad,,225.0,,,,,,
Raita - Pudina,,Raita and Papad,Raita and Papad,,225.0,,,,,,
Raita - Vegetables,,Raita and Papad,Raita and Papad,,225.0,,,,,,
Tadka Dahi,,Raita and Papad,Raita and Papad,Yogurt tempered with Indian spices,225.0,,,,,,
Papad,,Raita and Papad,Raita and Papad,Roasted (Oven roasted papad),90.0,,,,,,
Fried Papad,,Raita and Papad,Raita and Papad,"Flat crispy papad, deep fried",100.0,,,,,,
Masala Papad,,Raita and Papad,Raita and Papad,"Thin crispy papad, topped with chopped tomatoes, onions and fresh coriander leaves served with mint chutney",200.0,,,,,,
Tandoori Roti - Plain,,Main Course,Tandoor Se,"Whole wheat bread made in clay oven, served plain or with butter",,95.0,105.0,,,,
Tandoori Roti - Butter,,Main Course,Tandoor Se,"Whole wheat bread made in clay oven, served plain or with butter",,95.0,105.0,,,,
Naan - Plain,,Main Course,Tandoor Se,The traditional Punjabi leavened bread,,115.0,125.0,,,,
Naan - Butter,,Main Course,Tandoor Se,The traditional Punjabi leavened bread,,115.0,125.0,,,,
Flavored Naan - Garlic,,Main Course,Tandoor Se,The traditional Punjabi leavened flavored bread,150.0,,,,,,
Flavored Naan - Ajwain,,Main Course,Tandoor Se,The traditional Punjabi leavened flavored bread,150.0,,,,,,
Paratha - Laccha,,Main Course,Tandoor Se,Layered whole wheat bread topped with mint leaves or chillies,150.0,,,,,,
Paratha - Pudina,,Main Course,Tandoor Se,Layered whole wheat bread topped with mint leaves or chillies,150.0,,,,,,
Paratha - Mirchi,,Main Course,Tandoor Se,Layered whole wheat bread topped with mint leaves or chillies,150.0,,,,,,
Kulcha - Paneer,,Main Course,Tandoor Se,"Refined flour bread served plain or stuffed with cottage cheese or potato, raisins and coriander",300.0,,,,,,
Kulcha - Aloo Dhaniya,,Main Course,Tandoor Se,"Refined flour bread served plain or stuffed with cottage cheese or potato, raisins and coriander",300.0,,,,,,
Phulka,,Main Course,Tandoor Se,Puffed Indian bread made on a griddle from home ground wheat,100.0,,,,,,
Roomali Roti,,Main Course,Tandoor Se,Thin refined flour bread is made on an inverted griddle,125.0,,,,,,
Missi Roti - Plain,,Main Course,Tandoor Se,A made gram flour & spices,125.0,,,,,,
Missi Roti - Butter,,Main Course,Tandoor Se,A made gram flour & spices,125.0,,,,,,
Malvani Style Sukke - Chicken,,Malvani Cuisine,Non-Vegetarian,Cooked in coconut base gravy and dry spices,800.0,,,,,,
Malvani Style Sukke - Lamb,,Malvani Cuisine,Non-Vegetarian,Cooked in coconut base gravy and dry spices,1050.0,,,,,,
Malvani Style Sukke - Prawns,,Malvani Cuisine,Non-Vegetarian,Cooked in coconut base gravy and dry spices,1300.0,,,,,,
Malvani Style Sukke - Lobster,,Malvani Cuisine,Non-Vegetarian,Cooked in coconut base gravy and dry spices,2000.0,,,,,,
Malvani Curry - Chicken,,Malvani Cuisine,Non-Vegetarian,"Meats cooked with coconut paste and onion, flavored with Malvani masala",800.0,,,,,,
Malvani Curry - Mutton,,Malvani Cuisine,Non-Vegetarian,"Meats cooked with coconut paste and onion, flavored with Malvani masala",1050.0,,,,,,
Coastal Fish Curry - Prawns,,Malvani Cuisine,Non-Vegetarian,Fish cooked in hot and sour curry prepared with coconut milk and local spices,1300.0,,,,,,
Coastal Fish Curry - Surmai,,Malvani Cuisine,Non-Vegetarian,Fish cooked in hot and sour curry prepared with coconut milk and local spices,1400.0,,,,,,
Coastal Fish Curry - Pomfret,,Malvani Cuisine,Non-Vegetarian,Fish cooked in hot and sour curry prepared with coconut milk and local spices,1500.0,,,,,,
Coastal Fish Curry - Lobster,,Malvani Cuisine,Non-Vegetarian,Fish cooked in hot and sour curry prepared with coconut milk and local spices,2000.0,,,,,,
Kolambi Masala,,Malvani Cuisine,Non-Vegetarian,"Prawns cooked in onion, tomato, mustard, curry leaves and coconut in semi dry gravy",1300.0,,,,,,
Jhinga Hirwa Masala,,Malvani Cuisine,Non-Vegetarian,"Prawns cooked in aromatic ginger-garlic, green chillies and fresh coriander leaves paste",1300.0,,,,,,
Bhaat - Masala Vegetable,,Malvani Cuisine,Non-Vegetarian,,700.0,,,,,,
Bhaat - Chicken,,Malvani Cuisine,Non-Vegetarian,,800.0,,,,,,
Bhaat - Lamb,,Malvani Cuisine,Non-Vegetarian,,1050.0,,,,,,
Bhaat - Prawns,,Malvani Cuisine,Non-Vegetarian,,1300.0,,,,,,
Malvani Thali,,Malvani Cuisine,Non-Vegetarian,"Starter : Chicken sukha, rawa fried surmai Main Course : Malvani mutton masala, kombdi rassa , jhinga masala, sada bhaat, masala bhaat, sol kadhi, amti, chapati / phulka / bhakri papad, koshimbir, hirva thecha ( on side ) Dessert : Traditional puran poli, shrikhand puri",2000.0,,,,,,
Vegetable and Water Chestnut Soup,,Oriental Cuisine,Soups,"Thick soup infused with garlic and mild soy, exotic vegetables and water chestnut",450.0,,,,,,
Hot and Sour - Vegetable,,Oriental Cuisine,Soups,A traditional schezwan influenced broth made with piquant peppers and vinegar,400.0,,,,,,
Hot and Sour - Chicken,,Oriental Cuisine,Soups,A traditional schezwan influenced broth made with piquant peppers and vinegar,450.0,,,,,,
Hot and Sour - Prawns,,Oriental Cuisine,Soups,A traditional schezwan influenced broth made with piquant peppers and vinegar,550.0,,,,,,
Manchow - Vegetable,,Oriental Cuisine,Soups,"A dark brown soup prepared with assorted fresh vegetables, flavored with soy sauce, salt, garlic & chilli peppers",400.0,,,,,,
Manchow - Chicken,,Oriental Cuisine,Soups,"A dark brown soup prepared with assorted fresh vegetables, flavored with soy sauce, salt, garlic & chilli peppers",450.0,,,,,,
Manchow - Prawns,,Oriental Cuisine,Soups,"A dark brown soup prepared with assorted fresh vegetables, flavored with soy sauce, salt, garlic & chilli peppers",550.0,,,,,,
Sweet Corn - Vegetable,,Oriental Cuisine,Soups,"An all-time favourite, prepared with fresh corn",400.0,,,,,,
Sweet Corn - Chicken,,Oriental Cuisine,Soups,"An all-time favourite, prepared with fresh corn",450.0,,,,,,
Clear soup - Vegetable,,Oriental Cuisine,Soups,Seasoned vegetable stock,400.0,,,,,,
Clear soup - Chicken,,Oriental Cuisine,Soups,Seasoned vegetable stock,450.0,,,,,,
Clear soup - Prawns,,Oriental Cuisine,Soups,Seasoned vegetable stock,550.0,,,,,,
Honey Chilli Potatoes,,Oriental Cuisine,Starters,"Batter fried potatoes, coated with honey and sweet chilli sauce",550.0,,,,,,
Basil Chilly Cottage Cheese,,Oriental Cuisine,Starters,Crispy fried cottage cheese tossed with Asian spices,650.0,,,,,,
Basil Chilly Chicken,,Oriental Cuisine,Starters,Crispy fried chicken tossed with Asian spices,725.0,,,,,,
Basil Chilly Prawns,,Oriental Cuisine,Starters,Crispy fried prawns tossed with Asian spices,1200.0,,,,,,
Kung Pao Vegetable,,Oriental Cuisine,Starters,"Choice of vegetable tossed with hoisin sauce, rice wine, ginger, red chilli and cashew nuts",550.0,,,,,,
Kung Pao Chicken,,Oriental Cuisine,Starters,"Choice of chicken tossed with hoisin sauce, rice wine, ginger, red chilli and cashew nuts",725.0,,,,,,
Kung Pao Prawns,,Oriental Cuisine,Starters,"Choice of prawns tossed with hoisin sauce, rice wine, ginger, red chilli and cashew nuts",1200.0,,,,,,
Crispy Salt and Pepper Vegetable,,Oriental Cuisine,Starters,Diced vegetables wok tossed in Asian style,550.0,,,,,,
Crispy Salt and Pepper Chicken,,Oriental Cuisine,Starters,Diced chicken wok tossed in Asian style,725.0,,,,,,
Crispy Salt and Pepper Prawns,,Oriental Cuisine,Starters,Diced prawns wok tossed in Asian style,1200.0,,,,,,
Crispy Shanghai Spring Rolls - Vegetables,,Oriental Cuisine,Starters,Choice of vegetable in a savory wrap,600.0,,,,,,
Crispy Shanghai Spring Rolls - Chicken,,Oriental Cuisine,Starters,Choice of chicken in a savory wrap,725.0,,,,,,
Water Chestnuts and Mushroom in Asian Green Sauce,,Oriental Cuisine,Starters,"Coated veggies, tossed in home cooked Asian green sauce",700.0,,,,,,
Drums Of Heaven,,Oriental Cuisine,Starters,Chicken lollipops tossed in a sweet & spicy sauce,600.0,,,,,,
Vegetable Dumplings in Soy Cilantro Sauce,,Oriental Cuisine,Starters,"A crispy fried vegetable dumplings tossed in a spicy, sweet & tangy sauce",600.0,,,,,,
Vegetables in Black Pepper Sauce,,Oriental Cuisine,Main Course,Exotic vegetables tossed in black pepper sauce,650.0,,,,,,
Mapo Tofu,,Oriental Cuisine,Main Course,Silken tofu in spicy schezwan garlic sauce,650.0,,,,,,
Sweet And Sour Vegetables,,Oriental Cuisine,Main Course,Exotic veggies sweet & tangy Asian sauce,650.0,,,,,,
Thai Curry - Red Vegetable,,Oriental Cuisine,Main Course,"Coconut milk infused with bamboo shoot, bell pepper, onions, Thai eggplant and basil leaves",650.0,,,,,,
Thai Curry - Green Vegetable,,Oriental Cuisine,Main Course,"Coconut milk infused with bamboo shoot, bell pepper, onions, Thai eggplant and basil leaves",750.0,,,,,,
Thai Curry - Yellow Vegetable,,Oriental Cuisine,Main Course,"Coconut milk infused with bamboo shoot, bell pepper, onions, Thai eggplant and basil leaves",1300.0,,,,,,
Lobster Your Way - Butter Chilli Oyster,,Oriental Cuisine,Main Course,,2000.0,,,,,,
Lobster Your Way - Hoisin Sauce,,Oriental Cuisine,Main Course,,2000.0,,,,,,
Lobster Your Way - Black Bean Sauce,,Oriental Cuisine,Main Course,,2000.0,,,,,,
Lobster Your Way - Sambal Oelek,,Oriental Cuisine,Main Course,,2000.0,,,,,,
Wok Tossed Prawns - XO Sauce,,Oriental Cuisine,Main Course,,1300.0,,,,,,
Wok Tossed Prawns - Plum Sauce,,Oriental Cuisine,Main Course,,1300.0,,,,,,
Wok Tossed Prawns - Sweet And Sour,,Oriental Cuisine,Main Course,,1300.0,,,,,,
Wok Tossed Prawns - Chilli Bean,,Oriental Cuisine,Main Course,,1300.0,,,,,,
Wok Fried Sliced Lamb,,Oriental Cuisine,Main Course,"Thinly sliced slivers of roast lamb, tossed in ginger, onion soy sauce",1200.0,,,,,,
Stir Fried with Your Choice - Hot Garlic Sauce Vegetarian,,Oriental Cuisine,Main Course,,650.0,,,,,,
Stir Fried with Your Choice - Ginger Spring Onion Vegetarian,,Oriental Cuisine,Main Course,,650.0,,,,,,
Stir Fried with Your Choice - Schezwan Vegetarian,,Oriental Cuisine,Main Course,,650.0,,,,,,
Stir Fried with Your Choice - Black Bean Sauce Vegetarian,,Oriental Cuisine,Main Course,,650.0,,,,,,
Stir Fried with Your Choice - Hot Garlic Sauce Non-Vegetarian,,Oriental Cuisine,Main Course,,800.0,,,,,,
Stir Fried with Your Choice - Ginger Spring Onion Non-Vegetarian,,Oriental Cuisine,Main Course,,800.0,,,,,,
Stir Fried with Your Choice - Schezwan Non-Vegetarian,,Oriental Cuisine,Main Course,,800.0,,,,,,
Stir Fried with Your Choice - Black Bean Sauce Non-Vegetarian,,Oriental Cuisine,Main Course,,800.0,,,,,,
Five Treasure Vegetables,,Oriental Cuisine,Main Course,,650.0,,,,,,
Cottage Cheese And Colored Peppers,,Oriental Cuisine,Main Course,,725.0,,,,,,
Sliced Chicken,,Oriental Cuisine,Main Course,,800.0,,,,,,
Sliced Fish,,Oriental Cuisine,Main Course,,1050.0,,,,,,
Prawns,,Oriental Cuisine,Main Course,,1300.0,,,,,,
Angoori Rasmalai,,Desserts,Desserts,Cottage cheese dumplings poached in a sweetened and reduced saffron milk,385.0,,,,,,
Pista Pantua,,Desserts,Desserts,"Fried dumplings of khoya stuffed with pistachio, served with sweetened syrup",385.0,,,,,,
Khajur Badam Ka Halwa,,Desserts,Desserts,A sweet confection made from dates and almond,385.0,,,,,,
House Churned Ice-creams - Kolkata Paan,,Desserts,House Churned Ice-creams,,450.0,,,,,,
House Churned Ice-creams - Palm Jaggery,,Desserts,House Churned Ice-creams,,450.0,,,,,,
House Churned Ice-creams - Madras Filter Coffee,,Desserts,House Churned Ice-creams,,450.0,,,,,,
Benami Kheer,,Desserts,Desserts,Rich slow cooked milk dessert with a twist in taste of garlic,450.0,,,,,,
Mirch Ka Halwa,,Desserts,Desserts,Popular in arid and tropical regions the state of Rajasthan,500.0,,,,,,
Sizzling Brownie,,Desserts,Desserts,Walnut fudge brownie served warm with vanilla frozen dessert and chocolate sauce,500.0,,,,,,
Spiced Flaming Chocolate Tart,,Desserts,Desserts,"Stuffed chocolate sphere, flambeed with spicy liquor",550.0,,,,,,
Double Apple Zaiffran Pan,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Grapes Royal Gold,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Orange Royal Pan Masala,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Kiwi Blast Supari Paan,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Water melon White Rose,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Blueberry Mint,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Fruit Bomb Pink Mischief,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Pan Rajni Spring Water,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Mosaic Night Queen,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Pan Salsa Commissioner,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Pan Raas Dubai Special,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Magai Pan Brain Freeze,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Teen Pan Silver Fox,,Sheesha Flavours,Sheesha Flavours,,,,,2000.0,2500.0,3000.0,
Pineapple Top Sheesha,,With Normal Base,With Normal Base,,3500.0,,,,,,
Fruit Sheesha,,With Normal Base,With Normal Base,,5000.0,,,,,,
Milk,,Make Your Sheesha More Interesting,Make Your Sheesha More Interesting,,200.0,,,,,,
Red Bull,,Make Your Sheesha More Interesting,Make Your Sheesha More Interesting,,350.0,,,,,,
Beer,,Make Your Sheesha More Interesting,Make Your Sheesha More Interesting,,400.0,,,,,,
Vodka,,Make Your Sheesha More Interesting,Make Your Sheesha More Interesting,,800.0,,,,,,
