item_name,variant,category,subcategory,description,price,half_plate_price,full_plate_price,small_price,medium_price,large_price,price_display
Double Tikki Burger - Regular,,Premium Burgers,Regular,Two tasty Herb Potato Patty imprisoned with Onion & tasty Sauce between fresh soft buns,69,,,,,,
Mexican King Burger - Regular,,Premium Burgers,Regular,"Perfect Crispy tikki delight with delicious Mexican Tangy taste topped with tomato, onion, Jalapeno, Corn & tasty Sauces",79,,,,,,
Mexican King Burger - With Cheese Slice,,Premium Burgers,With Cheese Slice,"Perfect Crispy tikki delight with delicious Mexican Tangy taste topped with tomato, onion, Jalapeno, Corn & tasty Sauces",94,,,,,,
7 Saucy King Burger - Regular,,Premium Burgers,Regular,"Seven types of Special Sauces with onion, tomato, cucumber and jalapeno, heaven for saucy lovers !",109,,,,,,
7 Saucy King Burger - With Cheese Slice,,Premium Burgers,With Cheese Slice,"Seven types of Special Sauces with onion, tomato, cucumber and jalapeno, heaven for saucy lovers !",124,,,,,,
Royal Paneer Grilled Burger - Regular,,Premium Burgers,Regular,"100 g grilled paneer marinated with special spices & topped With makhani gravy, onion, red paprika & tomato",129,,,,,,
Royal Paneer Grilled Burger - With Cheese Slice,,Premium Burgers,With Cheese Slice,"100 g grilled paneer marinated with special spices & topped With makhani gravy, onion, red paprika & tomato",144,,,,,,
Salted French Fries (With Cheese Dip) - Regular,,World Of Fries,Regular,,79,,,,,,
Salted French Fries (With Cheese Dip) - Cheesy,,World Of Fries,Cheesy,,119,,,,,,
Peri Peri Fries (With Cheese Dip) - Regular,,World Of Fries,Regular,,99,,,,,,
Peri Peri Fries (With Cheese Dip) - Cheesy,,World Of Fries,Cheesy,,139,,,,,,
Cheese Masala Fries (With Special Dip) - Regular,,World Of Fries,Regular,,99,,,,,,
Cheese Masala Fries (With Special Dip) - Cheesy,,World Of Fries,Cheesy,,139,,,,,,
Zorko Italian Loaded Fries,,World Of Fries,World Of Fries,"Fries Loaded with orange cheese sauce, special sauce & topped with jalapeno, olives, red paprika & grated cheese",139,,,,,,
Zorko Rocking Sizzling Fries (Unique Frem),,World Of Fries,World Of Fries,Peri Peri Fries Sizzled in orange cheese Sauce,149,,,,,,
Classic Veg Wrap - Regular,,Zorko,Grilled Wrap,"Get wrapped in heaven of orange Cheese sauce with Patty, Onion, Capsicum, & spices for your best mouth watering experience !",99,,,,,,
Classic Veg Wrap - With Cheese,,Zorko,Grilled Wrap,"Get wrapped in heaven of orange Cheese sauce with Patty, Onion, Capsicum, & spices for your best mouth watering experience !",129,,,,,,
Mexican Salsa Wrap - Regular,,Zorko,Grilled Wrap,"Get wrapped in heaven of crunchy Nachos & orange Cheese sauce with Patty, Onion, Jalapeno & our special sauces & spices",119,,,,,,
Mexican Salsa Wrap - With Cheese,,Zorko,Grilled Wrap,"Get wrapped in heaven of crunchy Nachos & orange Cheese sauce with Patty, Onion, Jalapeno & our special sauces & spices",149,,,,,,
Italian Club Wrap (Best Seller) - Regular,,Zorko,Grilled Wrap,"It's Pizza or Wrap, let your taste buds Decide ! Enjoy the delicious wrap with Patty, Onion, Jalapeno, Olives, Red paprika, Capsicum with special spices & Sauces !",129,,,,,,
Italian Club Wrap (Best Seller) - With Cheese,,Zorko,Grilled Wrap,"It's Pizza or Wrap, let your taste buds Decide ! Enjoy the delicious wrap with Patty, Onion, Jalapeno, Olives, Red paprika, Capsicum with special spices & Sauces !",159,,,,,,
Spicy Paneer Wrap - Regular,,Zorko,Grilled Wrap,"A Treat for Paneer Lovers ! Special wrap with loaded Paneer, Onion, Red paprika, Capsicum with unique sauces & spices !",139,,,,,,
Spicy Paneer Wrap - With Cheese,,Zorko,Grilled Wrap,"A Treat for Paneer Lovers ! Special wrap with loaded Paneer, Onion, Red paprika, Capsicum with unique sauces & spices !",169,,,,,,
Classic Mix Veg Fried Momos (6 Pcs.),,FREPS,FREPS,Classic Momos Served with special Dip,79,,,,,,
Cheese Melting Gravy Momos (6 Pcs.),,FREPS,FREPS,"Special Tibetan Momos Tossed in spicy Gravy, Special Sauces, Cheese and Himalayan Spices",139,,,,,,
Cheese Volcano Kulhad Momos,,Kulhad Zone,Kulhad Zone,,129,,,,,,
Cheese Loaded Kulhad Pizza,,Kulhad Zone,Kulhad Zone,Must Try,129,,,,,,
Cheese Chatori Kulhad Maggie,,Kulhad Zone,Kulhad Zone,,129,,,,,,
Cheesy Crazy Kulhad Pasta,,Kulhad Zone,Kulhad Zone,(Cheese Cry),129,,,,,,
Nachos Chips with Cheese Dip,,Let's Nacho,Let's Nacho,All time favorite & classic,69,,,,,,
Cheesy Delight Nachos,,Let's Nacho,Let's Nacho,"Crunchy nachos tossed with orange cheese sauce, Red gravy, corn and grated cheese",119,,,,,,
Cheese Exotic Loaded Nachos,,Let's Nacho,Let's Nacho,"Crunchy nachos tossed with orange cheese sauce, Red gravy, jalapeno, olives, red paprika, corn, and grated cheese",139,,,,,,
Garlic Bread (3 Pas.) - Regular,,Garlic Bread,Garlic Bread,,79,,,,,,
Garlic Bread (3 Pas.) - Double Cheese,,Garlic Bread,Garlic Bread,,109,,,,,,
Cheese Chilly Garlic Bread - Regular,,Garlic Bread,Garlic Bread,"Garlic bread loaded with Special Chilly Cheese, Garlic Paste, & Loads of Cheese",89,,,,,,
Cheese Chilly Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,"Garlic bread loaded with Special Chilly Cheese, Garlic Paste, & Loads of Cheese",119,,,,,,
Supreme Treat Garlic Bread - Regular,,Garlic Bread,Garlic Bread,"Special stuffing of Golden Corn, Jalapeno & Onion loaded with lots of cheese on Garlic bread",99,,,,,,
Supreme Treat Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,"Special stuffing of Golden Corn, Jalapeno & Onion loaded with lots of cheese on Garlic bread",129,,,,,,
Orange Cheese Mint Garlic Bread - Regular,,Garlic Bread,Garlic Bread,"Garlic bread loaded with Special orange Cheese sauce, Garlic Paste, mint leaves & Loads of Cheese",99,,,,,,
Orange Cheese Mint Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,"Garlic bread loaded with Special orange Cheese sauce, Garlic Paste, mint leaves & Loads of Cheese",129,,,,,,
Paneer Makhani Garlic Bread - Regular,,Garlic Bread,Garlic Bread,"Garlic Bread loaded with Makhani Sauce, Garlic Paste, Paneer Cubes and Loads of Cheese.",109,,,,,,
Paneer Makhani Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,"Garlic Bread loaded with Makhani Sauce, Garlic Paste, Paneer Cubes and Loads of Cheese.",139,,,,,,
Special Cheese Pull & Tear Garlic Bun,,Garlic Bread,Garlic Bread,"Bun loaded with orange cheese sauce, mozzarella cheese & garlic butter",149,,,,,,
Salted Sweet Corn - Regular,,American Sweet Corn,American Sweet Corn,,49,,,,,,
Salted Sweet Corn - Cheese,,American Sweet Corn,American Sweet Corn,,69,,,,,,
Peri Peri Sweet Corn - Regular,,American Sweet Corn,American Sweet Corn,,69,,,,,,
Peri Peri Sweet Corn - Cheese,,American Sweet Corn,American Sweet Corn,,89,,,,,,
Barbeque Marinated Sweet Corn,,American Sweet Corn,American Sweet Corn,,69,,,,,,
Makhani Marinated Sweet Corn - Regular,,American Sweet Corn,American Sweet Corn,,79,,,,,,
Makhani Marinated Sweet Corn - Cheese,,American Sweet Corn,American Sweet Corn,,99,,,,,,
Makhani Marinated Sweet Corn - Add Butter,,American Sweet Corn,American Sweet Corn,,89,,,,,,
Makhani Marinated Sweet Corn - Cheese + Add Butter,,American Sweet Corn,American Sweet Corn,,109,,,,,,
Akhri Pasta - Regular,,Pasta,Pasta,Penne Pasta tossed in Spicy fusion Red Sauce along with Golden Corn and Italian Herbs.,99,,,,,,
Arrabbiata Pasta (Red Sauce) - Cheesy,,Pasta,Pasta,Penne Pasta tossed in Spicy fusion Red Sauce along with Golden Corn and Italian Herbs.,129,,,,,,
Arrabbiata Pasta (Red Sauce) - Baked,,Pasta,Pasta,Penne Pasta tossed in Spicy fusion Red Sauce along with Golden Corn and Italian Herbs.,149,,,,,,
Alfredo Pasta (White Sauce) - Regular,,Pasta,Pasta,"Penne Pasta tossed in Authentic White Sauce, Cheese and Fresh Cream along with Golden Corn and Italian Herbs.",99,,,,,,
Alfredo Pasta (White Sauce) - Cheesy,,Pasta,Pasta,"Penne Pasta tossed in Authentic White Sauce, Cheese and Fresh Cream along with Golden Corn and Italian Herbs.",129,,,,,,
Alfredo Pasta (White Sauce) - Baked,,Pasta,Pasta,"Penne Pasta tossed in Authentic White Sauce, Cheese and Fresh Cream along with Golden Corn and Italian Herbs.",149,,,,,,
Pink Sauce Pasta - Regular,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Pink Sauce along with Golden Corn and Italian Herbs.,99,,,,,,
Pink Sauce Pasta - Cheesy,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Pink Sauce along with Golden Corn and Italian Herbs.,129,,,,,,
Pink Sauce Pasta - Baked,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Pink Sauce along with Golden Corn and Italian Herbs.,149,,,,,,
Peri Peri Pasta - Regular,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Peri Peri Sauce along with Golden Corn and Italian Herbs.,99,,,,,,
Peri Peri Pasta - Cheesy,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Peri Peri Sauce along with Golden Corn and Italian Herbs.,129,,,,,,
Peri Peri Pasta - Baked,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Peri Peri Sauce along with Golden Corn and Italian Herbs.,149,,,,,,
Maggie Masala Fusion Pasta - Regular,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Maggie Masala along with Golden Corn and Italian Herbs.,99,,,,,,
Maggie Masala Fusion Pasta - Cheesy,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Maggie Masala along with Golden Corn and Italian Herbs.,129,,,,,,
Maggie Masala Fusion Pasta - Baked,,Pasta,Pasta,Penne Pasta tossed in Cheesy & Creamy fusion Maggie Masala along with Golden Corn and Italian Herbs.,149,,,,,,
Double Masala Maggie,,Maggie,Maggie,,49,,,,,,
Hot Passion Spicy Maggie,,Maggie,Maggie,,69,,,,,,
Masala Makhani Maggie,,Maggie,Maggie,,69,,,,,,
Peri Peri Masala Maggie,,Maggie,Maggie,,69,,,,,,
Veg. Masala Maggie,,Maggie,Maggie,,79,,,,,,
Cheese Chatori Maggie,,Maggie,Maggie,,99,,,,,,
Double Masala Maggie - Add Cheese,,Maggie,Maggie,,69,,,,,,
Double Masala Maggie - Add Butter,,Maggie,Maggie,,59,,,,,,
Double Masala Maggie - Add Cheese + Add Butter,,Maggie,Maggie,,79,,,,,,
Hot Passion Spicy Maggie - Add Cheese,,Maggie,Maggie,,89,,,,,,
Hot Passion Spicy Maggie - Add Butter,,Maggie,Maggie,,79,,,,,,
Hot Passion Spicy Maggie - Add Cheese + Add Butter,,Maggie,Maggie,,99,,,,,,
Masala Makhani Maggie - Add Cheese,,Maggie,Maggie,,89,,,,,,
Masala Makhani Maggie - Add Butter,,Maggie,Maggie,,79,,,,,,
Masala Makhani Maggie - Add Cheese + Add Butter,,Maggie,Maggie,,99,,,,,,
Peri Peri Masala Maggie - Add Cheese,,Maggie,Maggie,,89,,,,,,
Peri Peri Masala Maggie - Add Butter,,Maggie,Maggie,,79,,,,,,
Peri Peri Masala Maggie - Add Cheese + Add Butter,,Maggie,Maggie,,99,,,,,,
Veg. Masala Maggie - Add Cheese,,Maggie,Maggie,,99,,,,,,
Veg. Masala Maggie - Add Butter,,Maggie,Maggie,,89,,,,,,
Veg. Masala Maggie - Add Cheese + Add Butter,,Maggie,Maggie,,109,,,,,,
Cheese Chatori Maggie - Add Cheese,,Maggie,Maggie,,119,,,,,,
Cheese Chatori Maggie - Add Butter,,Maggie,Maggie,,109,,,,,,
Cheese Chatori Maggie - Add Cheese + Add Butter,,Maggie,Maggie,,129,,,,,,
Sandwich Cdda - Regular,,Sandwich,Sandwich,Max Grilled - 2 Layer,49,,,,,,
Sandwich Cdda - With Cheese,,Sandwich,Sandwich,Max Grilled - 2 Layer,79,,,,,,
Veg. Sandwich - Regular,,Sandwich,Sandwich,"Tomato, cucumber, potato, onion sliced in bread & green chutney",79,,,,,,
Veg. Sandwich - With Cheese,,Sandwich,Sandwich,"Tomato, cucumber, potato, onion sliced in bread & green chutney",109,,,,,,
Cheese Chutney,,Sandwich,Sandwich,All time favorite combination of cheese and green chutney,79,,,,,,
Cheese Chutney Potato,,Sandwich,Sandwich,"Potato slices marinated in cheese sauce, cheese and green chutney",89,,,,,,
Veg. Global Sandwich - Regular,,Sandwich,Sandwich,"Tomato, cucumber, potato, onion sliced in bread & global sauce, cheese sauce and green chutney",99,,,,,,
Veg. Global Sandwich - With Cheese,,Sandwich,Sandwich,"Tomato, cucumber, potato, onion sliced in bread & global sauce, cheese sauce and green chutney",129,,,,,,
Nutella Sandwich - Regular,,Sandwich,Sandwich,Chocolaty Burst !,99,,,,,,
Nutella Sandwich - With Cheese,,Sandwich,Sandwich,Chocolaty Burst !,129,,,,,,
Veg. Grilled Sandwich,,Sandwich,Sandwich,"Tomato, cucumber, onion, capsicum sliced in bread with green chutney & layer of potato stuffing",99,,,,,,
Veg. Chilly Garlic Sandwich - Regular,,Sandwich,Sandwich,"The blend of garlic butter, chilly, special sauce, tomato, cucumber, Onion, capsicum & layer of potato stuffing",109,,,,,,
Veg. Chilly Garlic Sandwich - With Cheese,,Sandwich,Sandwich,"The blend of garlic butter, chilly, special sauce, tomato, cucumber, Onion, capsicum & layer of potato stuffing",139,,,,,,
Veg. Mexican Sandwich - Regular,,Sandwich,Sandwich,"The blend of sauces & vegetable like tomato, cucumber, corn, Onion, capsicum & layer of potato stuffing",129,,,,,,
Veg. Mexican Sandwich - With Cheese,,Sandwich,Sandwich,"The blend of sauces & vegetable like tomato, cucumber, corn, Onion, capsicum & layer of potato stuffing",159,,,,,,
Veg. Paneer Toofani Sandwich - Regular,,Sandwich,Sandwich,"Paneer, Olives, Red Paprika, Jalapeno loaded with special sauce & layer of Potato Stuffing",149,,,,,,
Veg. Paneer Toofani Sandwich - With Cheese,,Sandwich,Sandwich,"Paneer, Olives, Red Paprika, Jalapeno loaded with special sauce & layer of Potato Stuffing",179,,,,,,
SURPRISE MOJITO,,Mojita's,Mojita's,Best Seller,49,,,,,,
SPICY DEVIL MOJITO,,Mojita's,Mojita's,,49,,,,,,
STRAWBERRY MOJITO,,Mojita's,Mojita's,,49,,,,,,
TANGY MANGO MOJITO,,Mojita's,Mojita's,,49,,,,,,
PINEAPPLE PUNCH MOJITO,,Mojita's,Mojita's,,49,,,,,,
MARY LITCHI MOJITO,,Mojita's,Mojita's,,49,,,,,,
MINT MOJITO,,Mojita's,Mojita's,,49,,,,,,
ORANGE CINDRELLA MOJITO,,Mojita's,Mojita's,,49,,,,,,
BLUE HEAVEN MOJITO,,Mojita's,Mojita's,,49,,,,,,
SURPRISE MOJITO - add float,,Mojita's,Mojita's,Best Seller,79,,,,,,
SPICY DEVIL MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
STRAWBERRY MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
TANGY MANGO MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
PINEAPPLE PUNCH MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
MARY LITCHI MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
MINT MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
ORANGE CINDRELLA MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
BLUE HEAVEN MOJITO - add float,,Mojita's,Mojita's,,79,,,,,,
SURPRISE MOJITO - add Injector,,Mojita's,Mojita's,Best Seller,79,,,,,,
SPICY DEVIL MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
STRAWBERRY MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
TANGY MANGO MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
PINEAPPLE PUNCH MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
MARY LITCHI MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
MINT MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
ORANGE CINDRELLA MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
BLUE HEAVEN MOJITO - add Injector,,Mojita's,Mojita's,,79,,,,,,
SURPRISE MOJITO - add float + add Injector,,Mojita's,Mojita's,Best Seller,109,,,,,,
SPICY DEVIL MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
STRAWBERRY MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
TANGY MANGO MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
PINEAPPLE PUNCH MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
MARY LITCHI MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
MINT MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
ORANGE CINDRELLA MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
BLUE HEAVEN MOJITO - add float + add Injector,,Mojita's,Mojita's,,109,,,,,,
PARLE-G SHAKE,,Milk Shakes,Regular,Childhood Favourite,69,,,,,,
PARLE-G SHAKE - With Ice-Cream Scoop,,Milk Shakes,Regular,Childhood Favourite,94,,,,,,
STRAWBERRY SHAKE,,Milk Shakes,Regular,,69,,,,,,
STRAWBERRY SHAKE - With Ice-Cream Scoop,,Milk Shakes,Regular,,94,,,,,,
RICH CHOCOLATE SHAKE,,Milk Shakes,Regular,,79,,,,,,
RICH CHOCOLATE SHAKE - With Ice-Cream Scoop,,Milk Shakes,Regular,,104,,,,,,
OREO CHOCOLATE SHAKE,,Milk Shakes,Regular,Best Seller,89,,,,,,
OREO CHOCOLATE SHAKE - With Ice-Cream Scoop,,Milk Shakes,Regular,Best Seller,114,,,,,,
KITKAT CHOCOLATE SHAKE,,Milk Shakes,Regular,,99,,,,,,
KITKAT CHOCOLATE SHAKE - With Ice-Cream Scoop,,Milk Shakes,Regular,,124,,,,,,
BROWNIE BLAST SHAKE,,Milk Shakes,Regular,,109,,,,,,
BROWNIE BLAST SHAKE - With Ice-Cream Scoop,,Milk Shakes,Regular,,134,,,,,,
NUTELLA SHAKE,,Milk Shakes,Regular,,139,,,,,,
NUTELLA SHAKE - With Ice-Cream Scoop,,Milk Shakes,Regular,,164,,,,,,
Cold Coffee - Regular,,Cold Coffee,Cold Coffee,,49,,,,,,
Cold Coffee - With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,74,,,,,,
Premium Cold Coffee - Regular,,Cold Coffee,Cold Coffee,,49,,,,,,
Premium Cold Coffee - With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,74,,,,,,
Strong Cold Coffee - Regular,,Cold Coffee,Cold Coffee,,59,,,,,,
Strong Cold Coffee - With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,84,,,,,,
Mocha Cold Coffee Chef Special - Regular,,Cold Coffee,Cold Coffee,,69,,,,,,
Mocha Cold Coffee Chef Special - With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,94,,,,,,
Masala Chai,,Hot,Hot,,19,,,,,,
Hot Chocolate,,Hot,Hot,,29,,,,,,
Hot Coffee,,Hot,Hot,,29,,,,,,
Vanilla Ice Cream Scoop,,Desserts,Desserts,,29,,,,,,
Chocolate Ice Cream Scoop,,Desserts,Desserts,,39,,,,,,
Sizzling Brownie,,Desserts,Desserts,,149,,,,,,
Special Kulhad Chocolaty Mud Pie Best Seller,,Desserts,Desserts,,199,,,,,,
