item_name,variant,category,subcategory,description,price,half_plate_price,full_plate_price,small_price,medium_price,large_price,price_display
Corn And Capsicum Cheese Pizza - Regular,,Pizzeria,Pizzeria,,109.0,,,,,,
Corn And Capsicum Cheese Pizza - Double Cheese,,Pizzeria,Pizzeria,,149.0,,,,,,
Jalapeno And Onion Cheese Pizza - Regular,,Pizzeria,Pizzeria,,119.0,,,,,,
Jalapeno And Onion Cheese Pizza - Double Cheese,,Pizzeria,Pizzeria,,159.0,,,,,,
Hot to Hell Cheese Pizza - Regular,,Pizzeria,Pizzeria,,139.0,,,,,,
Hot to Hell Cheese Pizza - Double Cheese,,Pizzeria,Pizzeria,,179.0,,,,,,
Veg. Exotica Pizza - Regular,,Pizzeria,Pizzeria,,149.0,,,,,,
Veg. Exotica Pizza - Double Cheese,,Pizzeria,Pizzeria,,189.0,,,,,,
Paneer Peri Peri Pizza - Regular,,Pizzeria,Pizzeria,,159.0,,,,,,
Paneer Peri Peri Pizza - Double Cheese,,Pizzeria,Pizzeria,,199.0,,,,,,
Paneer Makhani Pizza - Regular,,Pizzeria,Pizzeria,,179.0,,,,,,
Paneer Makhani Pizza - Double Cheese,,Pizzeria,Pizzeria,,219.0,,,,,,
Four Cheese Pizza - Regular,,Pizzeria,Pizzeria,,179.0,,,,,,
Four Cheese Pizza - Double Cheese,,Pizzeria,Pizzeria,,219.0,,,,,,
Cheese Garlic Bread - Regular,,Garlic Bread,Garlic Bread,,79.0,,,,,,
Cheese Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,,109.0,,,,,,
Cheese Chilly Garlic Bread - Regular,,Garlic Bread,Garlic Bread,,89.0,,,,,,
Cheese Chilly Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,,119.0,,,,,,
Supreme Treat Garlic Bread - Regular,,Garlic Bread,Garlic Bread,,99.0,,,,,,
Supreme Treat Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,,129.0,,,,,,
Orange Cheese Mint Garlic Bread - Regular,,Garlic Bread,Garlic Bread,,99.0,,,,,,
Orange Cheese Mint Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,,129.0,,,,,,
Paneer Makhani Garlic Bread - Regular,,Garlic Bread,Garlic Bread,,109.0,,,,,,
Paneer Makhani Garlic Bread - Double Cheese,,Garlic Bread,Garlic Bread,,139.0,,,,,,
Special Cheese Pull & Tear Garlic Bun,,Garlic Bread,Garlic Bread,,149.0,,,,,,
Salted Sweet Corn - Regular,,American Sweet Corn,American Sweet Corn,,49.0,,,,,,
Salted Sweet Corn - Cheese,,American Sweet Corn,American Sweet Corn,,69.0,,,,,,
Salted Sweet Corn - Add Butter,,American Sweet Corn,American Sweet Corn,,59.0,,,,,,
Peri Peri Sweet Corn - Regular,,American Sweet Corn,American Sweet Corn,,69.0,,,,,,
Peri Peri Sweet Corn - Cheese,,American Sweet Corn,American Sweet Corn,,89.0,,,,,,
Peri Peri Sweet Corn - Add Butter,,American Sweet Corn,American Sweet Corn,,79.0,,,,,,
Barbeque Marinated Sweet Corn - Regular,,American Sweet Corn,American Sweet Corn,,69.0,,,,,,
Barbeque Marinated Sweet Corn - Cheese,,American Sweet Corn,American Sweet Corn,,89.0,,,,,,
Barbeque Marinated Sweet Corn - Add Butter,,American Sweet Corn,American Sweet Corn,,79.0,,,,,,
Makhani Marinated Sweet Corn - Regular,,American Sweet Corn,American Sweet Corn,,79.0,,,,,,
Makhani Marinated Sweet Corn - Cheese,,American Sweet Corn,American Sweet Corn,,99.0,,,,,,
Makhani Marinated Sweet Corn - Add Butter,,American Sweet Corn,American Sweet Corn,,89.0,,,,,,
Arrabbiata Pasta (Red Sauce) - Regular,,Akhri Pasta,Akhri Pasta,,99.0,,,,,,
Arrabbiata Pasta (Red Sauce) - Cheesy,,Akhri Pasta,Akhri Pasta,,129.0,,,,,,
Arrabbiata Pasta (Red Sauce) - Baked,,Akhri Pasta,Akhri Pasta,,149.0,,,,,,
Alfredo Pasta (White Sauce) - Regular,,Akhri Pasta,Akhri Pasta,,99.0,,,,,,
Alfredo Pasta (White Sauce) - Cheesy,,Akhri Pasta,Akhri Pasta,,129.0,,,,,,
Alfredo Pasta (White Sauce) - Baked,,Akhri Pasta,Akhri Pasta,,149.0,,,,,,
Pink Sauce Pasta - Regular,,Akhri Pasta,Akhri Pasta,,99.0,,,,,,
Pink Sauce Pasta - Cheesy,,Akhri Pasta,Akhri Pasta,,129.0,,,,,,
Pink Sauce Pasta - Baked,,Akhri Pasta,Akhri Pasta,,149.0,,,,,,
Peri Peri Pasta - Regular,,Akhri Pasta,Akhri Pasta,,99.0,,,,,,
Peri Peri Pasta - Cheesy,,Akhri Pasta,Akhri Pasta,,129.0,,,,,,
Peri Peri Pasta - Baked,,Akhri Pasta,Akhri Pasta,,149.0,,,,,,
Maggie Masala Fusion Pasta - Regular,,Akhri Pasta,Akhri Pasta,,99.0,,,,,,
Maggie Masala Fusion Pasta - Cheesy,,Akhri Pasta,Akhri Pasta,,129.0,,,,,,
Maggie Masala Fusion Pasta - Baked,,Akhri Pasta,Akhri Pasta,,149.0,,,,,,
Double Masala Maggie,,Maggie,Maggie,,49.0,,,,,,
Hot Passion Spicy Maggie,,Maggie,Maggie,,69.0,,,,,,
Masala Makhani Maggie,,Maggie,Maggie,,69.0,,,,,,
Peri Peri Masala Maggie,,Maggie,Maggie,,69.0,,,,,,
Veg. Masala Maggie,,Maggie,Maggie,,79.0,,,,,,
Cheese Chatori Maggie,,Maggie,Maggie,,99.0,,,,,,
Bread Butter - Regular,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,49.0,,,,,,
Bread Butter - With Cheese,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,79.0,,,,,,
Veg. Sandwich - Regular,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,79.0,,,,,,
Veg. Sandwich - With Cheese,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,109.0,,,,,,
Cheese Chutney,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,79.0,,,,,,
Cheese Chutney Potato,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,89.0,,,,,,
Veg. Global Sandwich - Regular,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,99.0,,,,,,
Veg. Global Sandwich - With Cheese,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,129.0,,,,,,
Nutella Sandwich - Regular,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,99.0,,,,,,
Nutella Sandwich - With Cheese,,Non Grilled - 2 Layer,Non Grilled - 2 Layer,,129.0,,,,,,
Veg. Grilled Sandwich - Regular,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,99.0,,,,,,
Veg. Grilled Sandwich - With Cheese,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,129.0,,,,,,
Veg. Chilly Garlic Sandwich - Regular,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,109.0,,,,,,
Veg. Chilly Garlic Sandwich - With Cheese,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,139.0,,,,,,
Veg. Mexican Sandwich - Regular,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,129.0,,,,,,
Veg. Mexican Sandwich - With Cheese,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,159.0,,,,,,
Veg. Paneer Toofani Sandwich - Regular,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,149.0,,,,,,
Veg. Paneer Toofani Sandwich - With Cheese,,Grilled Adda - 3 Layer,Grilled Adda - 3 Layer,,179.0,,,,,,
Surprise Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Spicy Devil Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Strawberry Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Tangy Mango Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Pineapple Punch Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Mary Litchi Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Mint Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Orange Cindrella Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Blue Heaven Mojito,,Mojito's,Mojito's,,49.0,,,,,,
Parle-G Shake - Regular,,Milk Shakes,Milk Shakes,,69.0,,,,,,
Parle-G Shake - With Ice-Cream Scoop,,Milk Shakes,Milk Shakes,,94.0,,,,,,
Strawberry Shake - Regular,,Milk Shakes,Milk Shakes,,69.0,,,,,,
Strawberry Shake - With Ice-Cream Scoop,,Milk Shakes,Milk Shakes,,94.0,,,,,,
Rich Chocolate Shake - Regular,,Milk Shakes,Milk Shakes,,79.0,,,,,,
Rich Chocolate Shake - With Ice-Cream Scoop,,Milk Shakes,Milk Shakes,,104.0,,,,,,
Oreo Chocolate Shake - Regular,,Milk Shakes,Milk Shakes,,89.0,,,,,,
Oreo Chocolate Shake - With Ice-Cream Scoop,,Milk Shakes,Milk Shakes,,114.0,,,,,,
Kitkat Chocolate Shake - Regular,,Milk Shakes,Milk Shakes,,99.0,,,,,,
Kitkat Chocolate Shake - With Ice-Cream Scoop,,Milk Shakes,Milk Shakes,,124.0,,,,,,
Brownie Blast Shake - Regular,,Milk Shakes,Milk Shakes,,109.0,,,,,,
Brownie Blast Shake - With Ice-Cream Scoop,,Milk Shakes,Milk Shakes,,134.0,,,,,,
Nutella Shake - Regular,,Milk Shakes,Milk Shakes,,139.0,,,,,,
Nutella Shake - With Ice-Cream Scoop,,Milk Shakes,Milk Shakes,,164.0,,,,,,
Premium Cold Coffee - Regular,,Cold Coffee,Cold Coffee,,49.0,,,,,,
Premium Cold Coffee - With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,74.0,,,,,,
Strong Cold Coffee - Regular,,Cold Coffee,Cold Coffee,,59.0,,,,,,
Strong Cold Coffee - With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,84.0,,,,,,
Mocha Cold Coffee - Regular,,Cold Coffee,Cold Coffee,,69.0,,,,,,
Mocha Cold Coffee - With Chocolate Ice Cream,,Cold Coffee,Cold Coffee,,94.0,,,,,,
Masala Chai,,Hot,Hot,,19.0,,,,,,
Hot Chocolate,,Hot,Hot,,29.0,,,,,,
Hot Coffee,,Hot,Hot,,29.0,,,,,,
Vanilla Ice Cream Scoop,,Desserts,Desserts,,29.0,,,,,,
Chocolate Ice Cream Scoop,,Desserts,Desserts,,39.0,,,,,,
Sizzling Brownie,,Desserts,Desserts,,149.0,,,,,,
Special Kulhad Chocolaty Mud Pie,,Desserts,Desserts,,199.0,,,,,,
